Date;Price;Open;Max;Min;Up/down
06.07.2009;6348.55;6551.03;6562.94;6290;-3.09%
07.07.2009;6286.77;6353.53;6412.65;6214.01;-0.97%
08.07.2009;6085.56;6286.77;6286.77;6035.6;-3.20%
09.07.2009;6052.62;6087.77;6170.19;5991.19;-0.54%
10.07.2009;5928.04;6054.52;6075.39;5873.15;-2.06%
13.07.2009;6016.4;5928.04;6061.96;5790.45;1.49%
14.07.2009;6148.36;5984.47;6224.79;5906.03;2.19%
15.07.2009;6302.74;6148.36;6310.05;6020.59;2.51%
16.07.2009;6393.07;6305.9;6448.52;6295.9;1.43%
17.07.2009;6527.36;6394.01;6573.48;6310.51;2.10%
20.07.2009;6762.52;6466.8;6810.7;6466.8;3.60%
21.07.2009;6891.2;6767.23;6967.81;6669.88;1.90%
22.07.2009;6692.88;6891.47;6933.28;6654.74;-2.88%
23.07.2009;6805.27;6698.77;6873.03;6684.06;1.68%
24.07.2009;7055.26;6826.56;7112.11;6826.56;3.67%
27.07.2009;7122.89;7032.22;7215.39;6984.99;0.96%
28.07.2009;6915.05;7131.62;7191.18;6860.98;-2.92%
29.07.2009;6732.81;6913.53;6913.7;6709.55;-2.64%
30.07.2009;7032.47;6732.81;7054.74;6722.33;4.45%
31.07.2009;7213.29;7057.19;7216.91;7023.36;2.57%
03.08.2009;7508.97;7157.65;7542.82;7110.3;4.10%
04.08.2009;7501.76;7515.06;7572.48;7402.56;-0.10%
05.08.2009;7726.55;7524.15;7788.01;7500.32;3.00%
06.08.2009;7603.92;7648.83;7733.9;7478.15;-1.59%
07.08.2009;7651.76;7531.03;7729.65;7339.36;0.63%
10.08.2009;7534.9;7642.54;7743.41;7468.16;-1.53%
11.08.2009;7409.4;7536.04;7633.41;7397.75;-1.67%
12.08.2009;7364.87;7376.32;7376.32;7166.23;-0.60%
13.08.2009;7426.24;7364.87;7624.55;7364.87;0.83%
14.08.2009;7430.01;7421.17;7505.56;7373;0.05%
17.08.2009;7036.12;7430.01;7430.01;7011.43;-5.30%
18.08.2009;7004.5;7046.42;7185.36;6943.3;-0.45%
19.08.2009;6933.43;6991.27;7049.07;6906.25;-1.01%
20.08.2009;7196.51;6945.44;7201.19;6945.44;3.79%
21.08.2009;7465.38;7210.05;7478.48;7165.86;3.74%
24.08.2009;7802.1;7482.99;7815.58;7482.99;4.51%
25.08.2009;7782.13;7792.21;7854.29;7605.33;-0.26%
26.08.2009;7584.16;7862.12;7911.3;7574.5;-2.54%
27.08.2009;7529.27;7580.49;7701.43;7529.27;-0.72%
28.08.2009;7679.55;7505.35;7774.4;7474.54;2.00%
31.08.2009;7544.74;7679.55;7694.84;7512.02;-1.76%
01.09.2009;7632.96;7544.74;7679.87;7524.29;1.17%
02.09.2009;7452.55;7632.96;7633.45;7419.55;-2.36%
03.09.2009;7617.94;7452.55;7628.06;7394.47;2.22%
04.09.2009;7529.72;7617.94;7723.62;7465.5;-1.16%
07.09.2009;7691.5;7529.72;7691.55;7500.08;2.15%
08.09.2009;7993.59;7691.5;8010.72;7689.69;3.93%
09.09.2009;8095.2;7993.59;8125.16;7876.95;1.27%
10.09.2009;8045.98;8095.2;8238.43;7978.71;-0.61%
11.09.2009;8216.04;8045.98;8275.3;8045.98;2.11%
14.09.2009;8180.81;8216.04;8255.19;8004.09;-0.43%
15.09.2009;8442.56;8180.81;8480.51;8180.81;3.20%
16.09.2009;8510.86;8442.56;8657.01;8419.42;0.81%
17.09.2009;8410.29;8510.86;8682.46;8376.92;-1.18%
18.09.2009;8481.33;8410.29;8501.18;8283.7;0.84%
21.09.2009;8164.86;8481.33;8481.33;8123.09;-3.73%
22.09.2009;8383.65;8164.86;8431.74;8112.36;2.68%
23.09.2009;8355.42;8383.65;8535.12;8323.94;-0.34%
24.09.2009;8183.04;8355.42;8461.03;8180.86;-2.06%
25.09.2009;8178.7;8183.04;8302.09;8104.33;-0.05%
28.09.2009;8408.96;8178.7;8420.52;8109.15;2.82%
29.09.2009;8460;8408.96;8484.42;8370.07;0.61%
30.09.2009;8350.36;8460;8521.49;8316.1;-1.30%
01.10.2009;8431.47;8350.36;8510.33;8350.11;0.97%
02.10.2009;8194.59;8431.47;8431.47;7967;-2.81%
05.10.2009;8175.16;8194.59;8254.92;8135.75;-0.24%
06.10.2009;8480.03;8175.16;8480.03;8170.05;3.73%
07.10.2009;8540.35;8480.03;8671.39;8466.7;0.71%
08.10.2009;8928.23;8540.35;8938.65;8490.85;4.54%
09.10.2009;9208.18;8928.23;9241.81;8881.24;3.14%
12.10.2009;9533.32;9208.18;9533.32;9190.04;3.53%
13.10.2009;9420.61;9533.32;9577.26;9201.25;-1.18%
14.10.2009;9541.9;9420.61;9645.28;9417.53;1.29%
15.10.2009;9401.73;9541.9;9635.7;9343.71;-1.47%
16.10.2009;9188.29;9401.73;9548.58;9182.62;-2.27%
19.10.2009;9482.22;9188.29;9483.19;9182.75;3.20%
20.10.2009;9444.44;9482.22;9629.67;9386.47;-0.40%
21.10.2009;9515.43;9444.44;9523.89;9231.01;0.75%
22.10.2009;9421.27;9515.43;9581.57;9298.5;-0.99%
23.10.2009;9433.07;9431.07;9557.81;9400.74;0.13%
26.10.2009;9405.44;9433.07;9543.07;9365.88;-0.29%
27.10.2009;9293.43;9405.44;9409.66;9119.02;-1.19%
28.10.2009;8805.25;9293.43;9301.54;8780.84;-5.25%
29.10.2009;9016.08;8805.25;9026.36;8556.93;2.39%
30.10.2009;8648.04;9016.08;9098.62;8631.6;-4.08%
02.11.2009;8805.39;8632.65;8808.24;8462.66;1.82%
03.11.2009;8455.33;8805.39;8805.39;8426.92;-3.98%
05.11.2009;8689.26;8464.42;8689.26;8408.99;2.77%
06.11.2009;8586.32;8689.26;8770.01;8506.77;-1.18%
09.11.2009;9020.83;8586.32;9020.83;8575.02;5.06%
10.11.2009;9193.68;9023.71;9241.06;8941.07;1.92%
11.11.2009;9134.3;9190.42;9290.42;9134.3;-0.65%
12.11.2009;9124.45;9134.3;9166.74;8984.79;-0.11%
13.11.2009;9097.26;9124.19;9124.19;8999.66;-0.30%
16.11.2009;9496.26;9097.26;9500.5;9086.48;4.39%
17.11.2009;9433.61;9497.29;9543.16;9344.88;-0.66%
18.11.2009;9523.21;9434.11;9683.47;9434.11;0.95%
19.11.2009;9298.51;9523.21;9543.4;9271.43;-2.36%
20.11.2009;9234.14;9298.91;9402.86;9122.09;-0.69%
23.11.2009;9385.35;9234.14;9447.24;9219.08;1.64%
24.11.2009;9232.17;9385.35;9385.35;9106.31;-1.63%
25.11.2009;9087.65;9232.17;9309.32;9013.85;-1.57%
26.11.2009;8783.51;9086.59;9127.41;8691.87;-3.35%
27.11.2009;8877.11;8779.09;8878.71;8409.48;1.07%
30.11.2009;8876.82;8877.11;8982.7;8719.77;0.00%
01.12.2009;9126.14;8906.68;9139.94;8834.7;2.81%
02.12.2009;9176.81;9116.75;9275.3;9068.62;0.56%
03.12.2009;9079.5;9170.16;9336.83;9079.5;-1.06%
04.12.2009;9300.71;9092.64;9317.68;8982.25;2.44%
07.12.2009;9150.61;9288.69;9288.69;9057.13;-1.61%
08.12.2009;9039.61;9146.71;9206.94;8995.14;-1.21%
09.12.2009;8995.81;9028.7;9115.42;8936.68;-0.48%
10.12.2009;9028.19;8996.28;9073.65;8873.77;0.36%
11.12.2009;9028.63;9028.19;9116.12;8998.39;0.00%
14.12.2009;9128.26;9028.63;9131.12;8938.93;1.10%
15.12.2009;9263.7;9128.26;9263.85;9101.75;1.48%
16.12.2009;9703.78;9265.12;9707.19;9232.91;4.75%
17.12.2009;9493.05;9702.98;9803.98;9472.41;-2.17%
18.12.2009;9536.11;9517.5;9662.2;9488.66;0.45%
21.12.2009;9588.69;9546.37;9645.21;9504.11;0.55%
22.12.2009;9529.11;9590.15;9614.98;9471.27;-0.62%
23.12.2009;9529.42;9529.11;9574.87;9485.09;0.00%
24.12.2009;9420.93;9529.9;9668.45;9338.51;-1.14%
25.12.2009;9472.45;9420.93;9475.65;9352.51;0.55%
28.12.2009;9505.43;9483.67;9541.29;9461.42;0.35%
29.12.2009;9582.94;9515.23;9586.65;9462.77;0.82%
30.12.2009;9517.36;9581.45;9583.07;9489.86;-0.68%
31.12.2009;9568.83;9517.36;9596.48;9517.36;0.54%
11.01.2010;10133.46;9568.83;10225.22;9568.83;5.90%
12.01.2010;10010.94;10110.57;10166.63;9986.35;-1.21%
13.01.2010;10036.99;10010.94;10123.41;9887.06;0.26%
14.01.2010;10157.84;10036.49;10168.59;10034.98;1.20%
15.01.2010;10138.2;10157.84;10254.33;10112.19;-0.19%
18.01.2010;10304.06;10138.2;10304.06;10095.28;1.64%
19.01.2010;10325.48;10304.06;10332.76;10140.37;0.21%
20.01.2010;10181.32;10325.1;10397.99;10166.34;-1.40%
21.01.2010;9991.57;10177.9;10234.97;9989.18;-1.86%
22.01.2010;9776.53;9993.46;10014;9688.77;-2.15%
25.01.2010;9841.54;9790.87;9900.76;9691.45;0.66%
26.01.2010;9620.86;9837.23;9868.51;9516.56;-2.24%
27.01.2010;9640.29;9625.18;9742.72;9456.85;0.20%
28.01.2010;9741.57;9652.82;9869.37;9594.78;1.05%
29.01.2010;9827.37;9719.23;9830.1;9636.42;0.88%
01.02.2010;9816.93;9827.37;9827.61;9666.62;-0.11%
02.02.2010;9936.16;9818.16;9941.34;9804.13;1.21%
03.02.2010;9906.65;9936.16;10066.42;9897.29;-0.30%
04.02.2010;9654.68;9910.15;9960.45;9623.61;-2.54%
05.02.2010;9401.63;9648.6;9685.54;9306.62;-2.62%
08.02.2010;9165.36;9401.63;9502.74;9139.02;-2.51%
09.02.2010;9248.01;9165.36;9310.58;9143.39;0.90%
10.02.2010;9180.23;9248.01;9412.53;9123.96;-0.73%
11.02.2010;9192.16;9180.23;9328.29;9129.98;0.13%
12.02.2010;8999.47;9192.16;9306.16;8932.79;-2.10%
15.02.2010;9083.81;8999.47;9089.38;8979.14;0.94%
16.02.2010;9367.89;9083.81;9367.89;9066.47;3.13%
17.02.2010;9338.4;9367.89;9452.06;9312.43;-0.31%
18.02.2010;9233.08;9338.4;9373.91;9128.96;-1.13%
19.02.2010;9352.65;9233.08;9353.09;9035.34;1.30%
24.02.2010;9163.76;9352.65;9391.3;9093.34;-2.02%
25.02.2010;8977.26;9163.76;9265.18;8900.26;-2.04%
26.02.2010;9090.37;8977.26;9093.3;8942.2;1.26%
27.02.2010;9154.18;9090.37;9161.09;9074.51;0.70%
01.03.2010;9345.11;9154.18;9363.95;9107.01;2.09%
02.03.2010;9427.21;9345.11;9470.52;9297.79;0.88%
03.03.2010;9507.07;9427.21;9536.62;9337.75;0.85%
04.03.2010;9549.25;9507.07;9630.84;9416.2;0.44%
05.03.2010;9768.22;9549.25;9773.57;9533.16;2.29%
09.03.2010;9758.3;9768.22;9825.31;9633.25;-0.10%
10.03.2010;9662.37;9758.3;9820.65;9628.15;-0.98%
11.03.2010;9622.13;9662.37;9730.76;9568.06;-0.42%
12.03.2010;9760.81;9622.13;9836.09;9605.25;1.44%
15.03.2010;9650.72;9760.81;9781.65;9640.39;-1.13%
16.03.2010;9787.32;9650.72;9787.46;9640.88;1.42%
17.03.2010;9894.54;9787.32;9943.62;9767.93;1.10%
18.03.2010;9880.64;9894.54;9987.66;9807.24;-0.14%
19.03.2010;9786.52;9880.64;9932.23;9755.14;-0.95%
22.03.2010;9748.49;9786.52;9801.76;9616.8;-0.39%
23.03.2010;9703.44;9748.49;9836.48;9649.39;-0.46%
24.03.2010;9669.89;9703.44;9757.8;9614.8;-0.35%
25.03.2010;9657.68;9669.89;9706.38;9579.61;-0.13%
26.03.2010;9676.07;9657.68;9724.95;9599.62;0.19%
29.03.2010;9874.5;9676.07;9880.55;9633.81;2.05%
30.03.2010;9901.47;9874.5;9948.14;9825.53;0.27%
31.03.2010;9955.03;9901.47;10041.51;9859.04;0.54%
01.04.2010;10166.64;9955.03;10192.75;9931.69;2.13%
02.04.2010;10157;10166.64;10226.44;10110.43;-0.09%
05.04.2010;10198.96;10157;10215.95;10111.78;0.41%
06.04.2010;10314.77;10198.96;10348.18;10151.15;1.14%
07.04.2010;10173.66;10314.77;10341.01;10161.78;-1.37%
08.04.2010;10133.26;10173.66;10205.07;10031.18;-0.40%
09.04.2010;10284.85;10133.26;10320.54;10123.64;1.50%
12.04.2010;10313.28;10284.85;10381.11;10226.58;0.28%
13.04.2010;10276.83;10313.28;10361.09;10221;-0.35%
14.04.2010;10467.01;10276.83;10468.33;10273.47;1.85%
15.04.2010;10508.53;10467.01;10555.38;10416.03;0.40%
16.04.2010;10263.38;10508.53;10518.53;10260.89;-2.33%
19.04.2010;10028.88;10263.38;10287.87;9876.96;-2.28%
20.04.2010;10122.79;10028.88;10178.96;9998.89;0.94%
21.04.2010;10064.61;10122.79;10209.32;10030.06;-0.57%
22.04.2010;9897.57;10064.61;10117;9845.48;-1.66%
23.04.2010;10052.71;9897.57;10061.75;9886.78;1.57%
26.04.2010;10173.02;10052.71;10210.12;10028.13;1.20%
27.04.2010;10033.47;10173.02;10173.02;9972.58;-1.37%
28.04.2010;9789.53;10033.47;10033.47;9757.62;-2.43%
29.04.2010;9957.02;9789.53;9962.9;9750.76;1.71%
30.04.2010;9811.96;9957.02;9969.59;9782.13;-1.46%
04.05.2010;9526.26;9811.96;9912.19;9524.64;-2.91%
05.05.2010;9444.72;9526.26;9619.81;9302.31;-0.86%
06.05.2010;9379.67;9444.72;9549.67;9344.99;-0.69%
07.05.2010;8872.6;9379.67;9379.67;8807.19;-5.41%
11.05.2010;9193.75;8872.6;9258.95;8769.68;3.62%
12.05.2010;9579.54;9193.75;9619.56;9136.79;4.20%
13.05.2010;9497.52;9579.54;9775.12;9375.78;-0.86%
14.05.2010;9284.64;9497.52;9521.86;9254.89;-2.24%
17.05.2010;9291.92;9284.64;9346.19;9040.47;0.08%
18.05.2010;9334.58;9291.92;9394.38;9178.81;0.46%
19.05.2010;9042.24;9334.58;9368.54;8975.31;-3.13%
20.05.2010;8652.57;9042.24;9171.83;8627.93;-4.31%
21.05.2010;8609.16;8652.57;8766.7;8439;-0.50%
24.05.2010;8675.08;8609.16;8763.39;8526.87;0.77%
25.05.2010;8176.05;8675.08;8721.68;8159.91;-5.75%
26.05.2010;8660.14;8176.05;8669.38;8176.05;5.92%
27.05.2010;8976.67;8660.14;9010.96;8578.52;3.66%
28.05.2010;8985.64;8976.67;9043.74;8870.2;0.10%
31.05.2010;9150.58;8985.64;9152.13;8886.33;1.84%
01.06.2010;9109.88;9150.58;9166.49;8886.32;-0.44%
02.06.2010;9240.27;9109.88;9273.72;8944.57;1.43%
03.06.2010;9294.11;9240.27;9461.97;9238.34;0.58%
04.06.2010;9160.47;9294.11;9476.3;9083.33;-1.44%
07.06.2010;9097.53;9160.47;9160.47;8857.82;-0.69%
08.06.2010;8948.97;9097.53;9214.93;8925.63;-1.63%
09.06.2010;9049.53;8948.97;9118.22;8948.97;1.12%
10.06.2010;9241.31;9049.53;9244.21;8949.15;2.12%
11.06.2010;9202.08;9241.31;9307.26;9124.36;-0.42%
15.06.2010;9453.42;9202.08;9454.29;9179.54;2.73%
16.06.2010;9436.79;9453.42;9538.04;9333.83;-0.18%
17.06.2010;9321.07;9436.79;9533.17;9287.67;-1.23%
18.06.2010;9411.28;9414.59;9443.24;9411.28;0.97%
21.06.2010;9702.2;9702.2;9702.2;9662.78;3.09%
22.06.2010;9564.49;9564.49;9578.1;9553.61;-1.42%
23.06.2010;9480.89;9480.89;9506.93;9474.65;-0.87%
24.06.2010;9369.39;9369.39;9391.9;9366.12;-1.18%
25.06.2010;9247.47;9247.47;9270.17;9193.77;-1.30%
28.06.2010;9364.32;9364.32;9399.32;9364.32;1.26%
29.06.2010;9099.89;9099.89;9104.8;9099.89;-2.82%
30.06.2010;8979.23;8979.23;8992.04;8966.64;-1.33%
01.07.2010;8572.75;8572.75;8618.4;8546.11;-4.53%
02.07.2010;8796.43;8796.43;8807.3;8789;2.61%
05.07.2010;8820.58;8820.58;8841.34;8803.81;0.27%
06.07.2010;9061.46;9061.46;9061.46;9005.52;2.73%
07.07.2010;9064.6;9064.6;9091.35;9052.62;0.03%
08.07.2010;9009.62;9064.6;9200.59;9008.61;-0.61%
09.07.2010;9050.25;9009.62;9104.04;8928.16;0.45%
12.07.2010;9231.13;9050.25;9264.94;9013.03;2.00%
13.07.2010;9378.66;9231.13;9437.73;9166.22;1.60%
14.07.2010;9330.5;9378.66;9477.95;9293.47;-0.51%
15.07.2010;9205.17;9330.5;9472.83;9198.94;-1.34%
16.07.2010;9105.13;9205.17;9309.48;9077.31;-1.09%
19.07.2010;9155.33;9155.33;9190.68;9155.33;0.55%
20.07.2010;9103.53;9155.33;9263.29;9039.47;-0.57%
21.07.2010;9313.25;9103.53;9356.4;9103.53;2.30%
22.07.2010;9498.57;9498.57;9519.92;9494.52;1.99%
23.07.2010;9523.11;9523.11;9540.98;9514.61;0.26%
26.07.2010;9639.1;9639.1;9648.37;9637.98;1.22%
27.07.2010;9682;9682;9685.4;9659.95;0.45%
28.07.2010;9638.28;9638.28;9638.94;9628.22;-0.45%
29.07.2010;9802.66;9802.66;9803.38;9774.64;1.71%
30.07.2010;9648.34;9648.34;9648.34;9635.76;-1.57%
02.08.2010;9874.29;9874.29;9923.87;9873.72;2.34%
03.08.2010;9734.25;9734.25;9750.57;9734.25;-1.42%
04.08.2010;9772.65;9772.65;9804.54;9769.84;0.39%
05.08.2010;9755.81;9755.81;9755.81;9736.15;-0.17%
06.08.2010;9664.52;9664.52;9664.52;9625.41;-0.94%
09.08.2010;9791.7;9791.7;9796.93;9790.35;1.32%
10.08.2010;9648.74;9648.74;9673.85;9647.61;-1.46%
11.08.2010;9488.31;9488.31;9488.6;9463.2;-1.66%
12.08.2010;9478.68;9478.68;9486.65;9473.6;-0.10%
13.08.2010;9449.48;9449.48;9449.48;9449.48;-0.31%
16.08.2010;9437.11;9437.11;9437.88;9421.7;-0.13%
17.08.2010;9565.7;9565.7;9594.86;9565.7;1.36%
18.08.2010;9522.12;9522.12;9527.72;9518.32;-0.46%
19.08.2010;9421.95;9421.95;9435.57;9416.63;-1.05%
20.08.2010;9357.1;9357.1;9366.17;9349.9;-0.69%
23.08.2010;9360.76;9360.76;9360.76;9321.24;0.04%
24.08.2010;9183.63;9183.63;9224.07;9183.63;-1.89%
25.08.2010;9148.25;9148.25;9171.96;9148.25;-0.39%
26.08.2010;9279.6;9279.6;9280.98;9264.31;1.44%
27.08.2010;9355.62;9355.62;9377.48;9352.47;0.82%
30.08.2010;9379.05;9379.05;9391.29;9379.05;0.25%
31.08.2010;9364.41;9364.41;9393.79;9364.41;-0.16%
01.09.2010;9565.93;9565.93;9573.33;9555.56;2.15%
02.09.2010;9608.14;9608.14;9622.54;9602.92;0.44%
03.09.2010;9681.27;9681.27;9681.27;9659.49;0.76%
06.09.2010;9661.81;9661.81;9664.25;9658.42;-0.20%
07.09.2010;9587.8;9587.8;9592.45;9585.56;-0.77%
08.09.2010;9725.43;9725.43;9744.04;9725.43;1.44%
09.09.2010;9840.41;9840.41;9852.87;9827.3;1.18%
10.09.2010;9810.78;9810.78;9814.52;9793.66;-0.30%
13.09.2010;9862.7;9862.7;9867.89;9844.97;0.53%
14.09.2010;9775.84;9775.85;9809.82;9775.53;-0.88%
15.09.2010;9791.82;9791.82;9791.82;9775.76;0.16%
16.09.2010;9752.4;9752.4;9756.1;9734.48;-0.40%
17.09.2010;9642.62;9642.62;9652.53;9631.14;-1.13%
20.09.2010;9713.82;9713.82;9733.79;9713.82;0.74%
21.09.2010;9758.09;9758.09;9758.09;9747.71;0.46%
22.09.2010;9739.85;9739.85;9739.85;9725.47;-0.19%
23.09.2010;9745.78;9745.78;9745.78;9736.07;0.06%
24.09.2010;9755.44;9755.44;9763.49;9745.26;0.10%
27.09.2010;9633.36;9633.36;9633.36;9618.03;-1.25%
28.09.2010;9571.05;9571.05;9584.44;9569.13;-0.65%
29.09.2010;9636.37;9636.37;9640.98;9631.05;0.68%
30.09.2010;9776.44;9636.37;9794.81;9631.05;1.45%
01.10.2010;9923.74;9923.74;9928.71;9912.2;1.51%
04.10.2010;9991.15;9991.15;9992.1;9978.6;0.68%
05.10.2010;10066.9;10066.9;10071.76;10054.48;0.76%
06.10.2010;10066.07;10066.07;10089.46;10050.4;-0.01%
07.10.2010;10038.75;10038.75;10054.07;10026.41;-0.27%
08.10.2010;10003.23;10003.23;10019.55;9999.19;-0.35%
11.10.2010;10128.86;10128.86;10128.86;10103.51;1.26%
12.10.2010;10104.98;10104.98;10111.1;10102.16;-0.24%
13.10.2010;10202.84;10202.84;10211.77;10202.18;0.97%
14.10.2010;10157.15;10157.15;10162.8;10149.71;-0.45%
15.10.2010;10177.17;10177.17;10195.57;10177.17;0.20%
18.10.2010;10261.34;10261.34;10266.9;10256.74;0.83%
19.10.2010;10199.72;10199.72;10199.78;10184.75;-0.60%
20.10.2010;10209.87;10209.87;10228.77;10209.87;0.10%
21.10.2010;10512.1;10512.1;10512.93;10476.55;2.96%
22.10.2010;10454;10454;10480.47;10438.28;-0.55%
25.10.2010;10519.25;10519.25;10519.85;10498.04;0.62%
26.10.2010;10485.83;10485.83;10513.61;10483.72;-0.32%
27.10.2010;10356.83;10356.83;10368.25;10343.93;-1.23%
28.10.2010;10354.33;10354.33;10364.3;10348.22;-0.02%
29.10.2010;10463.83;10463.83;10463.83;10414.8;1.06%
01.11.2010;10549.08;10549.08;10549.08;10544.74;0.81%
02.11.2010;10572.74;10572.74;10572.74;10560.09;0.22%
03.11.2010;10564.25;10564.25;10573.94;10563.28;-0.08%
08.11.2010;10767.54;10767.54;10778.72;10745.56;1.92%
09.11.2010;10905.75;10905.75;10908.45;10889.3;1.28%
10.11.2010;10754.37;10754.37;10787.13;10749.63;-1.39%
11.11.2010;10627.39;10627.39;10648.09;10627.39;-1.18%
12.11.2010;10555.79;10555.79;10555.79;10536.49;-0.67%
13.11.2010;10521.56;10555.79;10567.73;10464.19;-0.32%
15.11.2010;10607.33;10607.33;10609.69;10597.81;0.82%
16.11.2010;10368.96;10368.96;10374.91;10341;-2.25%
17.11.2010;10438.32;10438.32;10438.4;10395.76;0.67%
18.11.2010;10565.38;10565.38;10571.09;10560.51;1.22%
19.11.2010;10587.58;10587.58;10596.87;10563.43;0.21%
22.11.2010;10560.27;10560.27;10560.27;10530.02;-0.26%
23.11.2010;10446.6;10446.6;10446.6;10412.16;-1.08%
24.11.2010;10628.02;10628.02;10651.98;10626;1.74%
25.11.2010;10728.08;10728.08;10730.63;10721.35;0.94%
26.11.2010;10675.09;10675.09;10675.09;10651.3;-0.49%
29.11.2010;10560.63;10560.63;10570.45;10552.04;-1.07%
30.11.2010;10671.83;10671.83;10685.51;10663.93;1.05%
01.12.2010;10922.93;10922.93;10929.49;10914.4;2.35%
02.12.2010;11127.72;11120.12;11146.78;11099.79;1.87%
03.12.2010;11197.25;11204.56;11213.85;11186.26;0.62%
06.12.2010;11361.3;11372.38;11372.54;11356.95;1.47%
07.12.2010;11357.14;11365.26;11365.26;11347.45;-0.04%
08.12.2010;11192.76;11166.88;11198.02;11165.02;-1.45%
09.12.2010;11223.62;11234.94;11234.94;11218.24;0.28%
10.12.2010;11254.29;11249.81;11272;11249.81;0.27%
13.12.2010;11316.05;11315.5;11324.31;11315.4;0.55%
14.12.2010;11349.85;11342.5;11350.68;11330.17;0.30%
15.12.2010;11353.2;11369.43;11380.47;11344.81;0.03%
16.12.2010;11298.29;11284.31;11304.49;11283.46;-0.48%
17.12.2010;11318.39;11311.05;11320.88;11304.55;0.18%
20.12.2010;11285.05;11285.05;11285.05;11271.95;-0.29%
21.12.2010;11360.67;11360.67;11377.66;11350.64;0.67%
22.12.2010;11402.07;11402.07;11409.87;11402.07;0.36%
23.12.2010;11403.82;11403.82;11408.81;11400.26;0.02%
24.12.2010;11362.4;11360.45;11362.4;11355.67;-0.36%
27.12.2010;11274.97;11274.97;11276.67;11273.81;-0.77%
28.12.2010;11282.81;11283.01;11300.07;11278.2;0.07%
29.12.2010;11365.89;11365.89;11393.91;11354.19;0.74%
30.12.2010;11393.51;11393.51;11414.18;11379.98;0.24%
11.01.2011;11615.13;11615.13;11627.41;11607.43;1.95%
12.01.2011;11976.71;11976.71;11993.7;11969.99;3.11%
13.01.2011;11930.05;11930.05;11949.88;11928.5;-0.39%
14.01.2011;11896.15;11896.15;11927.16;11896.15;-0.28%
17.01.2011;12110.08;12110.08;12110.08;12091.35;1.80%
18.01.2011;12050.51;12050.51;12070.49;12046.86;-0.49%
19.01.2011;12046.72;12046.72;12053.59;12041.5;-0.03%
20.01.2011;11844.52;11844.52;11846.62;11818.24;-1.68%
21.01.2011;11946.61;11946.61;11946.61;11909.09;0.86%
24.01.2011;11758.96;11758.96;11788.67;11757.22;-1.57%
25.01.2011;11768.75;11768.75;11772.69;11739.07;0.08%
26.01.2011;11990.49;11990.49;11990.49;11930.54;1.88%
27.01.2011;12052.3;12052.3;12052.3;12022.06;0.52%
28.01.2011;11937.63;11937.63;11937.63;11913.39;-0.95%
31.01.2011;11828.74;11828.74;11840.98;11826.21;-0.91%
01.02.2011;12075.89;12075.89;12086.62;12075.89;2.09%
02.02.2011;12117.05;12139.32;12139.32;12109.57;0.34%
03.02.2011;12015.68;12015.68;12024.57;12013.25;-0.84%
04.02.2011;12102.33;12102.33;12103.8;12067.56;0.72%
07.02.2011;12109.24;12109.24;12129.47;12109.24;0.06%
08.02.2011;11877.25;11877.25;11903.37;11877.25;-1.92%
09.02.2011;11819.58;11819.58;11828.22;11792.46;-0.49%
10.02.2011;11502.97;11502.97;11525.04;11495.34;-2.68%
11.02.2011;11759.78;11759.78;11803.17;11733.89;2.23%
14.02.2011;11715.06;11715.06;11732.47;11715.06;-0.38%
15.02.2011;11606.47;11606.47;11624.29;11606.47;-0.93%
16.02.2011;11682.51;11682.51;11701.87;11665.96;0.66%
17.02.2011;11580.03;11580.03;11597.28;11446.25;-0.88%
18.02.2011;11537;11537;11550.42;11530.72;-0.37%
21.02.2011;11694.97;11694.97;11694.97;11681.21;1.37%
22.02.2011;11605.11;11605.11;11605.11;11564.8;-0.77%
24.02.2011;11737.6;11737.6;11742.81;11730.33;1.14%
25.02.2011;11958.67;11958.67;11959.33;11944.41;1.88%
28.02.2011;12123.66;12123.66;12136.53;12021.07;1.38%
01.03.2011;12013.82;12013.82;12061.29;11959.88;-0.91%
02.03.2011;12047.56;12047.56;12126.66;12037.74;0.28%
03.03.2011;12141.86;12141.86;12153.89;12141.86;0.78%
04.03.2011;12090.46;12090.46;12110.35;12080.19;-0.42%
05.03.2011;12190.66;12090.46;12200.97;12049.78;0.83%
09.03.2011;12135.13;12135.13;12135.13;12091.41;-0.46%
10.03.2011;11787.67;11787.67;11797.51;11781.69;-2.86%
11.03.2011;11724.27;11724.27;11737.2;11720.92;-0.54%
14.03.2011;11722.11;11771.33;11794.26;11721;-0.02%
15.03.2011;11629.36;11629.36;11659.96;11619.57;-0.79%
16.03.2011;11660.28;11660.28;11660.28;11584.27;0.27%
17.03.2011;11882.11;11882.11;11885.93;11856.75;1.90%
18.03.2011;11882.11;11882.11;12008.03;11849.13;0.00%
21.03.2011;11976.01;11976.01;11979.44;11959.28;0.79%
22.03.2011;11895.79;11895.79;11900.01;11888.05;-0.67%
23.03.2011;12088.9;12088.9;12099.85;12079.99;1.62%
24.03.2011;12276.08;12340.06;12340.06;12239.54;1.55%
25.03.2011;12359.47;12359.47;12374.22;12352.92;0.68%
28.03.2011;12395.35;12395.35;12395.35;12373.87;0.29%
29.03.2011;12248.23;12248.23;12263.63;12239.93;-1.19%
30.03.2011;12425.82;12425.82;12473.91;12416.21;1.45%
