TRADEDATE;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
23.07.2012;9424.81;9709.44;9721.62;9393.69;3187980195;;;2;3.88E+12;RUB;1000000
20.07.2012;9709.44;9838.1;9850.39;9708.12;2054600536;;;2;4.00E+12;RUB;1000000
19.07.2012;9838.1;9798.93;9913.82;9798.93;2283579523;;;2;4.05E+12;RUB;1000000
18.07.2012;9798.93;9828.35;9880.13;9784.63;2226591258;;;2;4.04E+12;RUB;1000000
17.07.2012;9828.35;9765.36;9912.83;9758.99;2382246040;;;2;4.05E+12;RUB;1000000
16.07.2012;9765.36;9741.53;9777.95;9709.12;2152722187;;;2;4.02E+12;RUB;1000000
13.07.2012;9741.53;9617.13;9758.61;9617.13;2211728049;;;2;4.01E+12;RUB;1000000
12.07.2012;9617.13;9705.16;9724.36;9532.24;2517467860;;;2;3.96E+12;RUB;1000000
11.07.2012;9705.16;9830.02;9830.02;9647.68;2528535433;;;2;4.00E+12;RUB;1000000
10.07.2012;9830.02;9766.37;9895.19;9681.9;2986609287;;;2;4.05E+12;RUB;1000000
09.07.2012;9766.37;9747.58;9806.51;9698.57;2455562779;;;2;4.02E+12;RUB;1000000
06.07.2012;9747.58;9885.17;9907.58;9715.99;2911518563;;;2;4.01E+12;RUB;1000000
05.07.2012;9885.17;9933.58;10017.28;9838.47;3940746206;;;2;4.07E+12;RUB;1000000
04.07.2012;9933.58;9886.79;9949.46;9814.28;2248271663;;;2;4.09E+12;RUB;1000000
03.07.2012;9886.79;9643.2;9916.57;9642.49;2555460073;;;2;4.07E+12;RUB;1000000
02.07.2012;9643.2;9559.83;9675.35;9522.58;2662573355;;;2;3.97E+12;RUB;1000000
29.06.2012;9559.83;9277.82;9571.45;9245.58;2776465085;;;2;3.94E+12;RUB;1000000
28.06.2012;9277.82;9419.96;9518.27;9263.38;4431573358;;;2;3.82E+12;RUB;1000000
27.06.2012;9419.96;9264.72;9420.75;9244.21;4450210072;;;2;3.88E+12;RUB;1000000
26.06.2012;9264.72;9177.11;9298.23;9170.28;3816917245;;;2;3.82E+12;RUB;1000000
25.06.2012;9177.11;9295.24;9321.07;9149.54;3699542211;;;2;3.78E+12;RUB;1000000
22.06.2012;9295.24;9386.86;9386.87;9250.18;3870094389;;;2;3.83E+12;RUB;1000000
21.06.2012;9386.86;9451.35;9500.8;9371.81;8063020899;;;2;3.87E+12;RUB;1000000
20.06.2012;9451.35;9574.14;9598.03;9431.63;3415628546;;;2;3.89E+12;RUB;1000000
19.06.2012;9574.14;9529.66;9600.75;9490.38;4288554832;;;2;3.94E+12;RUB;1000000
18.06.2012;9529.66;9432.74;9537.07;9411.71;4681542784;;;2;3.92E+12;RUB;1000000
15.06.2012;9432.74;9232.87;9440.69;9227.36;4254233043;;;2;4.17E+12;RUB;1000000
14.06.2012;9232.87;9235.65;9258.45;9172.61;4354399253;;;2;4.08E+12;RUB;1000000
13.06.2012;9235.65;9183.11;9310.4;9155.16;4196024223;;;2;4.08E+12;RUB;1000000
09.06.2012;9183.11;9140.74;9203.95;9137.4;1425300931;;;2;4.06E+12;RUB;1000000
08.06.2012;9140.74;9188.21;9196.11;9044.67;4368401216;;;2;4.04E+12;RUB;1000000
07.06.2012;9188.21;9069.63;9234.59;8962.84;7422780901;;;2;4.06E+12;RUB;1000000
06.06.2012;9069.63;8961.64;9096.95;8917.45;6050755516;;;2;4.01E+12;RUB;1000000
05.06.2012;8961.64;9050.45;9134.76;8928.73;5921568276;;;2;3.96E+12;RUB;1000000
04.06.2012;9050.45;9011.63;9102.13;8909.15;6340198552;;;2;4.00E+12;RUB;1000000
01.06.2012;9011.63;9066.19;9159.96;8862.16;9106629158;;;2;3.98E+12;RUB;1000000
31.05.2012;9066.19;9081.75;9197.64;9029.17;8362466283;;;2;4.01E+12;RUB;1000000
30.05.2012;9081.75;9184.8;9189.15;9017.55;8631269156;;;2;4.01E+12;RUB;1000000
29.05.2012;9184.8;8903.4;9201.2;8897.81;6984940819;;;2;4.06E+12;RUB;1000000
28.05.2012;8903.4;8840.22;9001.08;8831.97;5937104446;;;2;3.93E+12;RUB;1000000
25.05.2012;8840.22;8880.21;8948.66;8802.2;7583993161;;;2;3.91E+12;RUB;1000000
24.05.2012;8880.21;8680.83;8895.75;8585.31;9494158238;;;2;3.92E+12;RUB;1000000
23.05.2012;8680.83;8962.47;8966.08;8640.98;8897173843;;;2;3.84E+12;RUB;1000000
22.05.2012;8962.47;8949.39;9003.22;8865.51;7589743011;;;2;3.96E+12;RUB;1000000
21.05.2012;8949.39;8754.2;8949.39;8700.08;7669653324;;;2;3.95E+12;RUB;1000000
18.05.2012;8754.2;8875.94;8915.98;8587.72;9699507743;;;2;3.87E+12;RUB;1000000
17.05.2012;8875.94;9207.41;9263.41;8841.61;11714203000;;;2;3.92E+12;RUB;1000000
16.05.2012;9207.41;9274.82;9280.04;9099.82;9368391412;;;2;4.07E+12;RUB;1000000
15.05.2012;9274.82;9235.75;9278.88;9060.22;9432502732;;;2;4.10E+12;RUB;1000000
14.05.2012;9235.75;9559.16;9580.06;9207.7;6922191980;;;2;4.08E+12;RUB;1000000
12.05.2012;9559.16;9625.77;9626.18;9477.81;1962105353;;;2;4.22E+12;RUB;1000000
11.05.2012;9625.77;9727.82;9736.51;9500.26;7263910679;;;2;4.25E+12;RUB;1000000
10.05.2012;9727.82;9556.49;9790;9530.97;8440554837;;;2;4.30E+12;RUB;1000000
08.05.2012;9556.49;9570.16;9645.25;9482.71;6483799987;;;2;4.22E+12;RUB;1000000
07.05.2012;9570.16;9584;9625.91;9351.84;5228284210;;;2;4.23E+12;RUB;1000000
05.05.2012;9584;9626.99;9669.27;9555.91;1825779701;;;2;4.23E+12;RUB;1000000
04.05.2012;9626.99;9969.67;9981.45;9590.35;8269463243;;;2;4.25E+12;RUB;1000000
03.05.2012;9969.67;9970.29;10044.15;9888.48;6297613742;;;2;4.40E+12;RUB;1000000
02.05.2012;9970.29;10086.75;10214.75;9967.1;6160931679;;;2;4.40E+12;RUB;1000000
28.04.2012;10086.75;10058.05;10111.63;10012.76;2140763049;;;2;4.46E+12;RUB;1000000
27.04.2012;10058.05;9909.19;10067.48;9850.22;6838595657;;;2;4.44E+12;RUB;1000000
26.04.2012;9909.19;10007.19;10038.14;9865;7482045883;;;2;4.38E+12;RUB;1000000
25.04.2012;10007.19;9961.58;10053.51;9957.57;6705499602;;;2;4.42E+12;RUB;1000000
24.04.2012;9961.58;9975.79;10059.6;9883.49;6919770803;;;2;4.40E+12;RUB;1000000
23.04.2012;9975.79;10278.75;10279.51;9964.9;8138664470;;;2;4.41E+12;RUB;1000000
20.04.2012;10278.75;10215.91;10284.35;10132.34;8805861205;;;2;4.54E+12;RUB;1000000
19.04.2012;10215.91;10027.05;10254.09;10010.53;11114387321;;;2;4.51E+12;RUB;1000000
18.04.2012;10027.05;10059.46;10132.96;10004.97;9373485902;;;2;4.43E+12;RUB;1000000
17.04.2012;10059.46;10122.13;10137.97;10007.81;7382137006;;;2;4.44E+12;RUB;1000000
16.04.2012;10122.13;10275.99;10308.23;10101.07;7847534629;;;2;4.47E+12;RUB;1000000
13.04.2012;10275.99;10290.6;10366.92;10240.25;9070020727;;;2;4.54E+12;RUB;1000000
12.04.2012;10290.6;10305.87;10349.55;10203.04;9047953337;;;2;4.55E+12;RUB;1000000
11.04.2012;10305.87;10262.56;10401.53;10119.82;8423212740;;;2;4.55E+12;RUB;1000000
10.04.2012;10262.56;10319.75;10395.03;10236.69;8380283163;;;2;4.53E+12;RUB;1000000
09.04.2012;10319.75;10240.05;10319.92;10108.79;7274988641;;;2;4.56E+12;RUB;1000000
06.04.2012;10240.05;10427.7;10453.82;10226.64;4736725747;;;2;4.52E+12;RUB;1000000
05.04.2012;10427.7;10337.6;10438.99;10229.37;8297107044;;;2;4.61E+12;RUB;1000000
04.04.2012;10337.6;10581.19;10581.19;10300.78;8829367606;;;2;4.57E+12;RUB;1000000
03.04.2012;10581.19;10385.31;10619.12;10383.21;8098460743;;;2;4.67E+12;RUB;1000000
02.04.2012;10385.31;10362.35;10487.99;10313.91;7420598210;;;2;4.59E+12;RUB;1000000
30.03.2012;10362,35;10210,72;10457,81;10204,84;9481251393,1062;;;2;4578070415062,81;RUB;999999,999999
29.03.2012;10210,72;10396,11;10407,62;10169,59;9540286601,2225;;;2;4511079572557,92;RUB;999999,999999
28.03.2012;10396,11;10615,45;10643,18;10383,35;10608241563,1652;;;2;4592986686240,07;RUB;999999,999999
27.03.2012;10615,45;10711,63;10775,54;10589,17;8772367919,2965;;;2;4689891147367,83;RUB;999999,999999
26.03.2012;10711,63;10528,43;10736,93;10517,03;8929105239,7256;;;2;4732382345579,67;RUB;999999,999999
23.03.2012;10528,43;10453,41;10533,04;10378,47;8306332400,9173;;;2;4651444482974,42;RUB;999999,999999
22.03.2012;10453,41;10610,22;10674,71;10431,82;9750324834,0982;;;2;4618301855107,6;RUB;999999,999999
21.03.2012;10610,22;10674,62;10762,6;10553,78;12355772623,5695;;;2;4687579919577,68;RUB;999999,999999
20.03.2012;10674,62;10857,49;10902,19;10659,42;10254636621,5278;;;2;4716031499313,82;RUB;999999,999999
19.03.2012;10857,49;11063,21;11144,55;10802,31;15293163117,3065;;;2;4796822844655,05;RUB;999999,999999
16.03.2012;11063,21;11160,89;11166,58;11004,76;8112326607,1493;;;2;4887709731276,17;RUB;999999,999999
15.03.2012;11160,89;11187,92;11228,98;11086,86;11678631780,4883;;;2;4986236011703,69;RUB;999999,999999
14.03.2012;11187,92;11042,03;11203,2;11033,07;10027278733,2185;;;2;4998310170368,13;RUB;999999,999999
13.03.2012;11042,03;10976,36;11079,23;10914,29;8691731129,6536;;;2;4933131107935,09;RUB;999999,999999
12.03.2012;10976,36;10994,85;11086,75;10900,87;9913080589,0496;;;2;4903791642422,17;RUB;999999,999999
11.03.2012;10994,85;10758,35;11006,37;10724,33;2650661269,513;;;2;4912055881780,42;RUB;999999,999999
07.03.2012;10758,35;10724,18;10790,33;10609,79;9861273449,0379;;;2;4806396281051,4;RUB;999999,999999
06.03.2012;10724,18;11162,33;11169,38;10712,45;10568214843,7103;;;2;4791130414040,92;RUB;999999,999999
05.03.2012;11162,33;11030,55;11192,5;11030,55;9868623977,1138;;;2;4986879557958,73;RUB;999999,999999
02.03.2012;11030,55;10951,14;11039,34;10888,66;10083167600,0726;;;2;4.928E+12;RUB;999999,999999
01.03.2012;10951,14;10955,11;11009,45;10826,81;9828978854,694;;;2;4892525601012,11;RUB;999999,999999
29.02.2012;10955,11;10785,75;10976,27;10785,75;9654703737,4397;;;2;4894298963198,58;RUB;999999,999999
28.02.2012;10785,75;10925,87;11004,89;10764,27;9703790152,403;;;2;4818636054642,08;RUB;999999,999999
27.02.2012;10925,87;10925,96;11032,83;10872,14;9241460183,0282;;;2;4881236288068,61;RUB;999999,999999
24.02.2012;10925,96;10538,64;10939,94;10495,95;9490133993,0497;;;2;4881277913234,7;RUB;999999,999999
22.02.2012;10538,64;10688,13;10766,82;10515,17;9113848686,0189;;;2;4708236515373,33;RUB;999999,999999
21.02.2012;10688,13;10821,8;10846,26;10663,18;7452690453,1945;;;2;4775025499381,84;RUB;999999,999999
20.02.2012;10821,8;10755,46;10878,49;10735,15;6199603876,7899;;;2;4834744008075,66;RUB;999999,999999
17.02.2012;10755,46;10770,25;10870,3;10698,09;8218104459,1238;;;2;4805104583738,67;RUB;999999,999999
16.02.2012;10770,25;10824,37;10845,42;10656,89;8141125957,172;;;2;4811713119874,8;RUB;999999,999999
15.02.2012;10824,37;10711,8;10847,29;10649,02;11618937889,6875;;;2;4835891323235,38;RUB;999999,999999
14.02.2012;10711,8;10697,28;10794,44;10667,78;11268996214,6869;;;2;4785600549871,65;RUB;999999,999999
13.02.2012;10697,28;10450,53;10707,88;10435,64;9252289894,7646;;;2;4779110714506,64;RUB;999999,999999
10.02.2012;10450,53;10565,23;10589,36;10443,88;10214601269,2736;;;2;4668874621301,47;RUB;999999,999999
09.02.2012;10565,23;10644,48;10713,82;10500,64;9728522058,187;;;2;4720116894264,22;RUB;999999,999999
08.02.2012;10644,48;10590,58;10745,47;10572,84;7937428311,4538;;;2;4755522472705,79;RUB;999999,999999
07.02.2012;10590,58;10689,32;10748,94;10570,36;7433179343,2648;;;2;4731441792635,53;RUB;999999,999999
06.02.2012;10689,32;10710,96;10757,18;10653,07;7593340297,1718;;;2;4775555549971,76;RUB;999999,999999
03.02.2012;10710,96;10552,3;10724,04;10509,34;7627876001,8962;;;2;4785224653023,53;RUB;999999,999999
02.02.2012;10552,3;10524,32;10587,02;10484,01;9424887784,2978;;;2;4714340451987,2;RUB;999999,999999
01.02.2012;10524,32;10362,82;10536,37;10297,29;8906987301,8829;;;2;4701842168913,8;RUB;999999,999999
